bizesNm,indsLclsNm,indsMclsNm,indsScnm,sigunguNm,sigunguDetailNm,adongNm,lnAdr,rdnAdr
우아미가구빛고을점,소매,가구 소매,가구 소매업,광주광역시,광산구,운남동,광주광역시 광산구 신가동 595-8,광주광역시 광산구 하남대로 352
고코로,음식,한식,횟집,광주광역시,서구,풍암동,광주광역시 서구 풍암동 1005-2,광주광역시 서구 풍암신흥로 85
대영정보통신,소매,가전·통신 소매,컴퓨터/소프트웨어 소매업,광주광역시,서구,화정2동,광주광역시 서구 화정동 755-12,광주광역시 서구 화운로 117-2
화음노래연습장,예술·스포츠,유원지·오락,노래방,광주광역시,광산구,월곡1동,광주광역시 광산구 월곡동 53-1,광주광역시 광산구 월곡중앙로25번길 17
법무법인민,과학·기술,법무관련 ,변호사,광주광역시,동구,지산1동,광주광역시 동구 지산동 715-10,광주광역시 동구 지산로63번길 2
민속침구,소매,섬유·의복·신발 소매,침구류/커튼 소매업,광주광역시,동구,산수1동,광주광역시 동구 산수동 555-3,광주광역시 동구 필문대로 184
수앤수,수리·개인,이용·미용,피부 관리실,광주광역시,북구,신용동,광주광역시 북구 신용동 704,광주광역시 북구 첨단연신로107번길 45-21
아르스,소매,섬유·의복·신발 소매,기타 의류 소매업,광주광역시,서구,상무1동,광주광역시 서구 쌍촌동 1372,광주광역시 서구 상일로14번길 14
멀티의류;쉬즈미스,소매,섬유·의복·신발 소매,여성 의류 소매업,광주광역시,북구,풍향동,광주광역시 북구 풍향동 565-4,광주광역시 북구 동문대로 24
다복공인중개사사무소,부동산,부동산 서비스,부동산 중개/대리업,광주광역시,북구,일곡동,광주광역시 북구 일곡동 913-5,광주광역시 북구 일곡로 29
현영헤어샵,수리·개인,이용·미용,미용실,광주광역시,남구,대촌동,광주광역시 남구 지석동 411-28,광주광역시 남구 포충로 596
클라라헤어샵,수리·개인,이용·미용,미용실,광주광역시,북구,두암2동,광주광역시 북구 두암동 602-25,광주광역시 북구 면앙로 213
알리바이편의점승촌보점,소매,종합 소매,편의점,광주광역시,남구,대촌동,광주광역시 남구 승촌동 573-7,광주광역시 남구 승촌보길 90
나라약국,소매,의약·화장품 소매,약국,광주광역시,광산구,첨단1동,광주광역시 광산구 쌍암동 655-2,광주광역시 광산구 첨단중앙로 170
모건아트건축사사무소,과학·기술,기술 서비스,건축 설계 및 관련 서비스업,광주광역시,광산구,신창동,광주광역시 광산구 신창동 1174,광주광역시 광산구 장신로 337
헤어마리아,수리·개인,이용·미용,미용실,광주광역시,북구,중흥동,광주광역시 북구 중흥동 819,광주광역시 북구 서방로40번길 13
지에스25봉선,소매,종합 소매,편의점,광주광역시,남구,주월1동,광주광역시 남구 주월동 1150-5,광주광역시 남구 봉선로52번나길 10-4
나정상회,음식,한식,돼지고기 구이/찜,광주광역시,서구,치평동,광주광역시 서구 치평동 890-18,광주광역시 서구 상무자유로 24
굿팩토리,소매,오락용품 소매,문구/회화용품 소매업,광주광역시,광산구,첨단2동,광주광역시 광산구 월계동 821-10,광주광역시 광산구 월계로130번길 33
형제전자,수리·개인,가전제품 수리,가전제품 수리업,광주광역시,북구,오치2동,광주광역시 북구 오치동 974-9,광주광역시 북구 우치로 241
회뜨는장인,음식,한식,횟집,광주광역시,북구,신용동,광주광역시 북구 신용동 697,광주광역시 북구 첨단연신로107번길 35
믿음홈푸드,소매,식료품 소매,반찬/식료품 소매업,광주광역시,남구,월산4동,광주광역시 남구 월산동 965-3,광주광역시 남구 금화로421번길 7
국선도,교육,기타 교육,요가/필라테스 학원,광주광역시,광산구,수완동,광주광역시 광산구 장덕동 1302,광주광역시 광산구 장신로 85
두마리찜닭두찜광주첨단1지구점,음식,한식,닭/오리고기 구이/찜,광주광역시,광산구,첨단1동,광주광역시 광산구 쌍암동 658-5,광주광역시 광산구 첨단중앙로152번길 30
광주상회,소매,섬유·의복·신발 소매,여성 의류 소매업,광주광역시,서구,양동,광주광역시 서구 양동 441,광주광역시 서구 천변좌로 243
대창온천,수리·개인,욕탕·신체관리,목욕탕/사우나,광주광역시,남구,월산4동,광주광역시 남구 월산동 973-6,광주광역시 남구 월광길 43
시영토토,예술·스포츠,유원지·오락,복권 발행/판매업,광주광역시,서구,상무2동,광주광역시 서구 쌍촌동 1228-1,광주광역시 서구 화정로 105
송원팜,음식,비알코올 ,카페,광주광역시,서구,풍암동,광주광역시 서구 풍암동 1078-6,광주광역시 서구 풍암2로53번길 9
에스앤제이이앤씨,과학·기술,기술 서비스,건물 및 토목 엔지니어링 서비스업,광주광역시,북구,건국동,광주광역시 북구 본촌동 2978,광주광역시 북구 본촌택지로30번길 10
담양식당,음식,한식,백반/한정식,광주광역시,북구,두암2동,광주광역시 북구 두암동 574-31,광주광역시 북구 면앙로165번길 51
광주광산구옥상방수,시설관리·임대,청소·방제,건축물 일반 청소업,광주광역시,광산구,우산동,광주광역시 광산구 우산동 1028-11,광주광역시 광산구 우산로85번길 12-10
바른정비서비스1급,수리·개인,자동차 수리·세차,자동차 정비소,광주광역시,광산구,신가동,광주광역시 광산구 신가동 592-22,광주광역시 광산구 목련로 372-37
바이오그린,소매,기타 생활용품 소매,주방/가정용품 소매업,광주광역시,서구,서창동,광주광역시 서구 매월동 948,광주광역시 서구 매월2로 53
K2흑석사거리MS점,소매,오락용품 소매,운동용품 소매업,광주광역시,광산구,하남동,광주광역시 광산구 하남동 804,광주광역시 광산구 사암로 395
장정환외과,보건의료,의원,외과 의원,광주광역시,광산구,첨단1동,광주광역시 광산구 쌍암동 666-2,광주광역시 광산구 첨단중앙로170번길 54
대한해동검도,교육,기타 교육,태권도/무술학원,광주광역시,광산구,어룡동,광주광역시 광산구 선암동 571,광주광역시 광산구 동곡로 735
씨유서석그랜드점,소매,종합 소매,편의점,광주광역시,동구,서남동,광주광역시 동구 서석동 24-9,광주광역시 동구 백서로 177
승주모터스,수리·개인,자동차 수리·세차,자동차 정비소,광주광역시,광산구,평동,광주광역시 광산구 송촌동 1-146,광주광역시 광산구 송촌길79번길 26
변지유부틱,소매,섬유·의복·신발 소매,여성 의류 소매업,광주광역시,동구,충장동,광주광역시 동구 장동 92-1,광주광역시 동구 제봉로 118
해법우등생교실수학교습소,교육,일반 교육,입시·교과학원,광주광역시,광산구,수완동,광주광역시 광산구 신가동 1200,광주광역시 광산구 하남대로261번길 27
비쥬느와르검은보석,음식,비알코올 ,카페,광주광역시,동구,서남동,광주광역시 동구 장동 101-55,광주광역시 동구 제봉로98번길 5
카인,수리·개인,자동차 수리·세차,자동차 세차장,광주광역시,광산구,첨단2동,광주광역시 광산구 산월동 769-1,광주광역시 광산구 첨단봉산길 6
아이데코안경원,소매,안경·정밀기기 소매,안경렌즈 소매업,광주광역시,남구,봉선2동,광주광역시 남구 봉선동 1095,광주광역시 남구 제석로 104
아토,시설관리·임대,여행사·보조,여행사,광주광역시,서구,금호2동,광주광역시 서구 금호동 239-3,광주광역시 서구 화개1로 63
수선실,수리·개인,기타 가정용품 수리,의류/이불 수선업,광주광역시,광산구,수완동,광주광역시 광산구 장덕동 1678,광주광역시 광산구 장신로 98
비엠정보,소매,가전·통신 소매,핸드폰 소매업,광주광역시,남구,주월1동,광주광역시 남구 주월동 523-2,광주광역시 남구 회재로1186번길 17
광주사세탁소,수리·개인,세탁,세탁소,광주광역시,북구,신안동,광주광역시 북구 신안동 481-44,광주광역시 북구 서암대로143번길 7
하우스터디광주풍암스터디카페,예술·스포츠,도서관·사적지,독서실/스터디 카페,광주광역시,서구,풍암동,광주광역시 서구 풍암동 1090-1,광주광역시 서구 풍암순환로109번길 11-2
핸들자동차공업사,수리·개인,자동차 수리·세차,자동차 정비소,광주광역시,서구,상무2동,광주광역시 서구 쌍촌동 872-7,광주광역시 서구 운천로162번길 3
옹달샘공방마트,소매,종합 소매,슈퍼마켓,광주광역시,남구,월산동,광주광역시 남구 월산동 323-89,광주광역시 남구 수원지길 23
태후사랑수완,수리·개인,이용·미용,미용실,광주광역시,광산구,수완동,광주광역시 광산구 장덕동 1330,광주광역시 광산구 풍영로229번안길 2-10
넘버원가전중고,소매,중고 상품 소매,중고 상품 소매업,광주광역시,북구,오치1동,광주광역시 북구 오치동 926-13,광주광역시 북구 오산정길 35
든든한친구들,과학·기술,광고,광고 대행업,광주광역시,광산구,송정1동,광주광역시 광산구 송정동 658,광주광역시 광산구 송도로 319-9
두번째다올,수리·개인,이용·미용,미용실,광주광역시,남구,주월1동,광주광역시 남구 주월동 398-69,광주광역시 남구 회서로 56-1
세종기획인쇄,과학·기술,인쇄·제품제작,명함/간판/광고물 제작,광주광역시,동구,서남동,광주광역시 동구 남동 142,광주광역시 동구 문화전당로23번길 5-16
한신우동,음식,한식,국수/칼국수,광주광역시,동구,지산1동,광주광역시 동구 지산동 510-13,광주광역시 동구 필문대로287번길 15
까사피에스타첨단,음식,서양식,경양식,광주광역시,광산구,첨단2동,광주광역시 광산구 월계동 773-6,광주광역시 광산구 첨단내촌로 63
취향관,과학·기술,사진 촬영,사진촬영업,광주광역시,서구,화정1동,광주광역시 서구 화정동 23-255,광주광역시 서구 화운로220번길 8
메디팜믿음약국,소매,의약·화장품 소매,약국,광주광역시,서구,풍암동,광주광역시 서구 풍암동 645-5,광주광역시 서구 풍암신흥로 22
컴포즈커피,음식,비알코올 ,카페,광주광역시,광산구,신창동,광주광역시 광산구 신창동 1219,광주광역시 광산구 신창로 64
고려조삼계탕,음식,한식,국/탕/찌개류,광주광역시,서구,치평동,광주광역시 서구 치평동 1262,광주광역시 서구 상무번영로 4
아카사카헤어터치,수리·개인,이용·미용,미용실,광주광역시,북구,중앙동,광주광역시 북구 유동 101-10,광주광역시 북구 중가로51번길 22
더블유케이티씨우크야구트레이닝센터,교육,기타 교육,요가/필라테스 학원,광주광역시,서구,치평동,광주광역시 서구 치평동 1166-1,광주광역시 서구 내방로 52
아이사랑태권도,교육,기타 교육,태권도/무술학원,광주광역시,서구,풍암동,광주광역시 서구 풍암동 1099,광주광역시 서구 풍암1로 52
열린노래연습장,예술·스포츠,유원지·오락,노래방,광주광역시,광산구,운남동,광주광역시 광산구 운남동 775-2,광주광역시 광산구 목련로273번길 89
해남카마스타,수리·개인,자동차 수리·세차,자동차 정비소,광주광역시,서구,화정1동,광주광역시 서구 내방동 841-49,광주광역시 서구 월드컵4강로182번길 8
손탁앤아이허,음식,한식,백반/한정식,광주광역시,동구,충장동,광주광역시 동구 장동 56-7,광주광역시 동구 제봉로138번길 8
